record_id,decisionNumber,decisionDate,authority_id,authority_name,status,domains,urls
2904472,б/н,2021-01-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkikurganagirls.com'],[]
2924065,б/н,2021-01-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkikurganabest.com'],[]
2924066,б/н,2021-01-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex-portal.org'],[]
2961133,2а-14/20,2021-01-19,714,Нязепетровский районный суд - Челябинская область,blocked,['xx-74.ru'],[]
2966748,2а-12/2021,2021-01-19,714,Нязепетровский районный суд - Челябинская область,blocked,['chelyabinsk.diplomnarukah.com'],[]
2973949,2а-258/2021,2021-01-11,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['feiportal-chelyabinsk.xyz'],[]
2975468,2а-223/2021,2021-01-11,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['ladypi.vienn-info.ru'],['https://ladypi.vienn-info.ru/tape/582']
2975469,2а-223/2021,2021-01-11,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['pvkgb.ru'],['https://pvkgb.ru/simplifield/7061']
2982414,2а-84/2021,2021-01-27,1791,Брединский районный суд - Челябинская область,blocked,['apornoflv.online'],[]
2983088,2а-244/2021,2021-01-11,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['a.chelamur.ru'],[]
2983089,2а-244/2021,2021-01-11,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['ch.24h.sex'],[]
2993268,2а-82/2021,2021-01-27,1791,Брединский районный суд - Челябинская область,blocked,['porno-ru.cc'],[]
2998909,2а-81/2021,2021-01-27,1791,Брединский районный суд - Челябинская область,blocked,['ru.faporn.pro'],[]
3000944,2а-80/2021,2021-01-27,1791,Брединский районный суд - Челябинская область,blocked,['pornolomkax.mobi'],[]
3001538,2а-2932/2021,2021-02-12,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex1.sexprm.guru'],[]
3004226,2а-340/2021,2021-01-18,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiekaterinburga.info'],[]
3013805,2а-815/2021,2021-01-20,560,Тракторозаводский районный суд г. Челябинска - Челябинская область,blocked,['solikamsk.prava-online.net'],[]
3018054,2а-2551/2021,2021-02-05,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['yaporn.click'],[]
3027673,2а-3052/2021,2021-02-17,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkisurguta2020.com'],[]
3027675,2а-3047/2021,2021-02-17,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex1.sexosochi.sex'],[]
3040803,2а-341/2021,2021-01-18,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['sex1.sexekat.sex'],['https://sex1.sexekat.sex/viezd/']
3049955,2а-418-2021,2021-02-17,1075,Саткинский городской суд - Челябинская область,blocked,['thomas-stege.de'],['https://thomas-stege.de/forumthread.php?forumid=20&menuid=5&rootid=0&msgid=2553']
3049996,2а-1367/2021,2021-02-09,66,Курчатовский районный суд г. Челябинска - Челябинская область,blocked,['play.casinokorona-games.net'],[]
3057957,2а-109/2021,2021-02-12,967,Снежинский городской суд - Челябинская область,blocked,['vladikavkaz.eccemoda.ru'],[]
3057968,2а-886/2021,2021-02-16,208,Копейский городской суд - Челябинская область,blocked,['porno365-video.me'],[]
3057969,2а-114/2021,2021-02-12,967,Снежинский городской суд - Челябинская область,blocked,['nazran.eccemoda.ru'],[]
3057979,2а-113/2021,2021-02-12,967,Снежинский городской суд - Челябинская область,blocked,['vladikavkaz.prostitutki.store'],[]
3067086,2а-1880/2021,2021-01-18,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkitaganrogaxxx.net'],[]
3067096,2а-1882/2021,2021-01-18,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkitaganrogax.com'],[]
3067152,2а-2652/2021,2021-02-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex-studentki.cam'],[]
3080127,2а-325/2021,2021-01-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['www.magnitka-murmur.com'],[]
3080130,2а-397/2021 (2а-3220/2020),2021-01-14,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutkimagnitogorskasexy.com'],[]
3080148,2а-327/2021,2021-01-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['1.1prostitutki-magnitogorska.com'],[]
3080168,2а-396/2021,2021-01-15,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['xprostitutki-magnitogorska.com'],[]
3080227,2а-398/2021 (2а-3221/2020),2021-01-14,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutkimagnitogorskadate.com'],[]
3080266,2а-394/2021 (2а-3217/2020),2021-01-15,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['magnitogorsk2.vselennaya-shluh.com'],['https://magnitogorsk2.vselennaya-shluh.com/elithye/']
3084231,2а-387/2021 (2а-3210/2020),2021-01-13,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutki-individualki.pro'],['http://prostitutki-individualki.pro/shlyuhi_magnitogorsk']
3084569,2а-323/2021,2021-01-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutkimagnitogorskasite.info'],[]
3091622,2а-3558/2021,2021-03-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['ivanovo.allprostitutki.net'],[]
3096345,2а-1006/2021,2021-03-10,208,Копейский городской суд - Челябинская область,blocked,['chelyabinsk.study-documenta.com'],[]
3096411,2а-999/2021,2021-03-01,208,Копейский городской суд - Челябинская область,blocked,['chelyabinsk.arena-diplomiki.com'],[]
3104868,2а-975/2021,2021-02-17,560,Тракторозаводский районный суд г. Челябинска - Челябинская область,blocked,['solikamsk.sex-znakom.com'],[]
3105707,2а-978/2021,2021-02-17,560,Тракторозаводский районный суд г. Челябинска - Челябинская область,blocked,['newdosugvip20.ru'],['https://newdosugvip20.ru/dosug/prostitutki-solikamsk']
3105734,2а-333/2021,2021-01-12,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutkimagnitogorskahot.com'],[]
3105736,2а-352/2021,2021-01-15,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['sniatprostitutku.info'],['http://sniatprostitutku.info/individualki_magnitogorsk']
3105771,2а-335/2021,2021-01-12,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['magnitogorsk.prostitutki24.casa'],[]
3105793,2а-353/2021,2021-01-15,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['kurtizanki-magnitogorska.com'],[]
3105794,2а-339/2021,2021-01-14,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutki-magnitogorska.men'],[]
3105809,2а-336/2021,2021-01-14,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['sexmagnit.club'],[]
3105822,2а-340/2021,2021-01-14,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['sex0.sexmgn.io'],[]
3115988,2а-1184/2021,2021-01-12,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['krasnoperekopsk.devki.store'],[]
3115998,2а-1940/2021,2021-02-03,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['pornorussia.net'],[]
3116006,2-1592/2021,2021-01-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['xprostitutki-magnitogorska.com'],[]
3116008,2-1592/2021,2021-01-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['feiportal-magnitogorsk.com'],[]
3116009,2-1592/2021,2021-01-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sexmgn.io'],[]
3119534,2а-2061/2021,2021-01-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['go.dublikat.club'],['https://go.dublikat.club/threads/avtodokumenty-osago-sor-sts-nomera-armenija-rf-belarus-kazaxstan-kirgizija-pts-psm-voditelskoe-udostoverenie-rf-rb-kz-dopog-doverennosti.6577/']
3119535,2а-2061/2021,2021-01-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['go.dublikat.club'],['https://go.dublikat.club/threads/voditelskoe-udostoverenie-avtodokumenty-rf-rb-kz-arm.65323/']
3119536,2а-2061/2021,2021-01-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['go.dublikat.club'],['https://go.dublikat.club/threads/ljubye-avtodokumenty-rossii-armenii-kirgizii-uzbekistana-tadzhikistana-turkmenistana-belarus-kazaxstana-i-mnogoe-drugoe.1372/']
3125343,2а-902/2021,2021-03-12,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['zlatoust.soos.su'],[]
3125393,2а-901/2021,2021-03-12,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['b.ekbslut.com'],[]
3139653,2а-768/2021,2021-02-24,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['playfortunagl12.com'],['https://playfortunagl12.com/ru']
3139764,2а-3884/2021,2021-03-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex0.sexoizh.com'],[]
3139766,2а-3814/2021,2021-03-25,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex0.sexrzn.red'],[]
3139767,2а-3766/2021,2021-03-22,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['dosug-kurgan.com'],[]
3139771,2а-3046/2021,2021-03-17,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['zhahach.click'],[]
3139779,2а-3047/2021,2021-03-18,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex1.sexosochi.sex'],[]
3139795,2а-3890/2021,2021-03-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['sex4.sexorb.io'],[]
3139808,2а-3812/2021,2021-03-25,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['petrozavodsk.vselennaya-shluh.com'],[]
3149028,2а-1670/2021,2021-03-11,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['porevo365.ru'],[]
3149848,2а-1667/2021,2021-03-11,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['www.sexogolic.info'],[]
3149852,2а-1671/2021,2021-03-11,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['hugesexbox.com'],['http://hugesexbox.com/ru/']
3165180,2а-4038/2021,2021-04-02,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutki-samary.org'],[]
3171261,Б/Н,2021-03-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['arena-diplomovs.com'],[]
3171263,Б/Н,2021-03-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['diplomvruke.com'],[]
3175690,2а-184/2021,2021-03-12,967,Снежинский городской суд - Челябинская область,blocked,['msk11.devochki18.com'],[]
3175811,2а-208/2021,2021-03-19,967,Снежинский городской суд - Челябинская область,blocked,['d.doxy-chelyabinsk.net'],[]
3176933,2а-210/2021,2021-03-19,967,Снежинский городской суд - Челябинская область,blocked,['chelyabinsk-tut.prava-online.net'],[]
3180926,2а-186/2021,2021-03-12,967,Снежинский городской суд - Челябинская область,blocked,['prostitutkimoskvyfun.com'],[]
3186208,2а-1879/2021,2021-01-18,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['taganrog.vselennaya-shluh.com'],[]
3195694,2а-251/2021,2021-03-22,782,Еманжелинский городской суд - Челябинская область,blocked,['chelyabinsk.arena-diplomovs.com'],[]
3196050,2а-205/2021,2021-03-17,1396,Усть-Катавский городской суд - Челябинская область,blocked,['m.porno666.sex'],[]
3202796,2а-251/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['hot.sextalk.club'],[]
3206048,2а-740/2021,2021-04-06,1075,Саткинский городской суд - Челябинская область,blocked,['74.spravo4ku.ru'],[]
3206106,2а-1093/2021,2021-03-12,208,Копейский городской суд - Челябинская область,blocked,['kopejsk.fulldiploman24.com'],[]
3206108,2а-1095/2021,2021-03-12,208,Копейский городской суд - Челябинская область,blocked,['kopeysk.diplomvruke.com'],[]
3206109,2а-1094/2021,2021-03-12,208,Копейский городской суд - Челябинская область,blocked,['kopeysk.study-documenta.com'],[]
3206127,2а-1096/2021,2021-03-12,208,Копейский городской суд - Челябинская область,blocked,['sex0.sexmgn.io'],[]
3206148,2а-249/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['girls.feiportal-chelyabinsk.net'],[]
3206149,2а-248/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['sex1.sexonu.pro'],[]
3206150,2а-257/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['www.prostitutki--chelyabinsk.xyz'],[]
3206169,2а-259/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['xdosug-chelyabinska.ru'],[]
3206171,2а-263/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['prostitutkichelyabinsk.com'],[]
3206172,2а-250/2021,2021-03-26,967,Снежинский городской суд - Челябинская область,blocked,['portalintim.info'],[]
3211129,2а-625/2021,2021-02-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['pvkgb.ru'],[]
3221587,2а-185/2021,2021-03-12,967,Снежинский городской суд - Челябинская область,blocked,['prostutytku-rus.com'],[]
3221813,2а-3557/2021,2021-04-07,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['ivanovo.1.x-whore.com'],[]
3222418,2а-1312/2021,2021-03-29,768,Ленинский районный суд г. Челябинска - Челябинская область,blocked,['www.chel.feiportal366.xyz'],[]
3228435,2а-919/2021,2021-03-22,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['zlatoust.prostitutki.store'],[]
3228439,2а-979/2021,2021-03-23,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['ru.intimstory.com'],[]
3232466,2а-1596/2021,2021-03-02,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['eleven.porno-boss.com'],['http://eleven.porno-boss.com/main/']
3237268,2а-1266/2021,2021-04-08,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['msk11.prostitutki-red.net'],['https://msk11.prostitutki-red.net/elite/']
3245947,2а-4353/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['kaluga-dosug.com'],[]
3245993,2а-1325/2021,2021-04-19,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.study-documentas.com'],[]
3248709,2а-4351/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['izhevsk.vselennaya-shluh.com'],[]
3248711,2а-4349/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskaxxx.net'],[]
3248712,2а-4350/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['izhevsk.xxx-rus.net'],[]
3248713,2а-4345/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['chel.prostitutkichelyabinska.net'],[]
3256356,2а-1265/2021,2021-04-08,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['nsc.sibirki.com'],['http://nsc.sibirki.com/now.html']
3256388,2а-4352/2021,2021-04-15,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskabid.com'],[]
3266653,2а-162/2021,2021-04-15,1134,Нагайбакский районный суд - Челябинская область,blocked,['shpok.me'],[]
3279647,2а-639/2021,2021-04-09,1075,Саткинский городской суд - Челябинская область,blocked,['ekb.diplomknamx.com'],['http://ekb.diplomknamx.com/']
3279756,2а-164/2021,2021-04-15,1134,Нагайбакский районный суд - Челябинская область,blocked,['sex-studentki.pro'],[]
3284215,2а-593/2021,2021-02-17,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['www2.dosugcx-mgn.biz'],[]
3284220,2а-626/2021,2021-02-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutki-putany.info'],[]
3284727,б/н,2021-04-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['chelyabinsk.diplomxxknam.com'],[]
3284903,2а-650/2021,2021-02-25,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutki-magnitogorska.party'],[]
3288196,2а-631/2021,2021-02-20,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['kesalon.victoria-rossi.ru'],[]
3289057,2а-629/2021,2021-02-20,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['piholpua.ds216.ru'],[]
3292671,2а-686/2021,2021-03-03,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['gosznakdiplomsa.com'],[]
3293640,2а-825/2021,2021-03-11,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['diplomuo.com'],[]
3293731,2а-719/2021,2021-03-04,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['klichina.fiola.ltd.ua'],[]
3298905,2а-780/2021,2021-02-26,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['5.61.51.170'],[]
3298906,2а-864/2021,2021-03-12,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['diploms-ukraine.com'],[]
3302762,2а-1574/2021,2021-03-09,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['www.teensex4you.com'],[]
3311550,2а-1425/2021,2021-04-26,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['perm.24h.sex'],[]
3311551,2а-1425/2021,2021-04-26,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['perm10.24h.sex'],[]
3311866,2а-4026/2021,2021-04-16,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['arena-diplomovs.com'],[]
3321257,2а-713/2021,2021-03-10,249,Миасский городской суд - Челябинская область,blocked,['anonguns.net'],[]
3332151,2а-346/2021,2021-04-27,967,Снежинский городской суд - Челябинская область,blocked,['prostitutkiserpuhovadosug.info'],[]
3332208,2а-347/2021,2021-04-27,967,Снежинский городской суд - Челябинская область,blocked,['prostitutkiserpuhova2021.com'],[]
3332951,2а-242/2021,2021-03-29,561,Агаповский районный суд - Челябинская область,blocked,['1spravky.co'],['http://1spravky.co/v-gibdd']
3335947,2а-707/2021,2021-03-19,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['dlplvels.ru'],[]
3336228,2а-372/2021,2021-04-29,782,Еманжелинский городской суд - Челябинская область,blocked,['lurklurk.com'],['http://lurklurk.com/%D0%9A%D0%BE%D0%BD%D0%BE%D0%BF%D0%BB%D1%8F/%D0%A1%D0%BF%D0%BE%D1%81%D0%BE%D0%B1%D1%8B_%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F']
3337036,2а-1058/2021,2021-04-06,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['chaura.lines-x.ru'],[]
3340989,2а-434/2021,2021-03-12,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['prostitutki--chelyabinsk.xyz'],[]
3346288,2а-3776/2021,2021-05-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['dosug-kurgan.com'],[]
3349939,2а-381/2021,2021-04-30,782,Еманжелинский городской суд - Челябинская область,blocked,['memchik.club'],['https://memchik.club/kartinki/107-kartinki-aue-na-telefon-i-avu-27-foto']
3349986,2а-107/2021,2021-05-11,714,Нязепетровский районный суд - Челябинская область,blocked,['verhniyufaley.prostitutki.store'],[]
3349987,2а-107/2021,2021-05-11,714,Нязепетровский районный суд - Челябинская область,blocked,['verhniyufaley1.sexrach.com'],[]
3354467,2a-1323/2021,2021-04-14,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['sextagil.vip'],['https://sextagil.vip/viezd/']
3354468,2a-1323/2021,2021-04-14,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['sexprm.red'],['https://sexprm.red/express/']
3354519,2а-1320/2021,2021-04-14,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['kopeysk.dmare.ru'],[]
3357413,2а-1595/2021,2021-04-02,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['erkiss4.com'],[]
3357630,2а-1882/2021,2021-04-21,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['zhahach.click'],[]
3357631,2а-1882/2021,2021-04-21,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['xxx.prostoporno.xyz'],[]
3371414,2а-1069/2021,2021-04-14,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['top.siblaguna.org'],[]
3371516,2А-1552/2021,2021-05-06,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.mass-diplomans.com'],['https://zlatoust.mass-diplomans.com/attestat-11-klassov.html']
3371646,2а-1476/2021,2021-05-06,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.diplomknamx.com'],[]
3372413,2a-1612/2021,2021-04-01,560,Тракторозаводский районный суд г. Челябинска - Челябинская область,blocked,['челябинск.прописка-в.рф'],['http://челябинск.прописка-в.рф']
3372472,2а-1789/2021,2021-05-07,208,Копейский городской суд - Челябинская область,blocked,['kopejsk.arena-diplomas.com'],[]
3380827,2а-514/2021,2021-04-29,1797,Красноармейский районный суд - Челябинская область,blocked,['e.msk-prostitutki.website'],[]
3385157,2а-515/2021,2021-04-29,1797,Красноармейский районный суд - Челябинская область,blocked,['vyzvat-prostitutku.com'],[]
3385211,2a- 4349/2021,2021-05-18,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskaxxx.net'],[]
3387732,2а-1868/2021,2021-06-01,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.onlines-diploma24.com'],[]
3388610,2а-898/2021,2021-04-02,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['magnitogorsk.diplomolike.com'],[]
3398153,2а-1056/2021,2021-04-06,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['b.sosudmsk.com'],[]
3398157,2а-1057/2021,2021-04-23,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['e.prostitutki-moskvy.mobi'],[]
3398162,2а-5702/2021,2021-06-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskahappy.info'],[]
3398165,2a-5700/2021,2021-06-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkisitetop.info'],[]
3398186,2a-5699/2021,2021-06-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskagid.org'],[]
3398310,2а-1043/2021,2021-04-16,181,Правобережный районный суд г. Магнитогорска - Челябинская область,blocked,['msk11.dosug-gid.net'],[]
3398311,б/н,2021-06-11,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiivanovogood.com'],[]
3398408,2a-4038/2021,2021-05-31,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutki-samary.org'],[]
3403819,2а-3434/2021,2021-06-01,66,Курчатовский районный суд г. Челябинска - Челябинская область,blocked,['bbiz.chat'],['https://bbiz.chat']
3407401,2a-1833/2021,2021-05-13,768,Ленинский районный суд г. Челябинска - Челябинская область,blocked,['fontan-casino.com'],[]
3407406,2a-4862/2021,2021-05-26,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['chelyabinsk.diplomknamx.com'],[]
3411053,2a-4776/2021,2021-06-09,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['c.tt.dosug.date'],[]
3411073,2a-4771/2021,2021-06-09,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiyaroslavlya.pro'],[]
3429577,М-4118/2021,2021-06-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['kotlas.pr-13.com'],[]
3429643,М-4118/2021,2021-06-28,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['kotlas.soos.su'],[]
3432736,2а-120/2021,2021-04-08,2119,Уйский районный суд - Челябинская область,blocked,['www.agentstvosv.ru'],[]
3438980,2a-2928/2021,2021-06-17,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['raketaporno.net'],[]
3439029,2a-2926/2021,2021-06-17,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['www.pornblade.com'],[]
3439094,2a-2926/2021,2021-06-17,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['sladkoevideo2.com'],[]
3439585,2a-4780/2021,2021-06-08,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['xxx.devushki-po-vyzovu.com'],[]
3439693,2a-4781/2021,2021-06-08,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['1.prostitutki-na-vyezd.com'],[]
3439799,2a-4777/2021,2021-06-08,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['piter3.otsos18.com'],[]
3442798,2a-229/2021,2021-06-29,2206,Кусинский районный суд - Челябинская область,blocked,['chelyabinsk.arena-diploman.com'],['http://chelyabinsk.arena-diploman.com/diplom-magistra/2014-2019']
3444341,2a-230/2021,2021-06-29,2206,Кусинский районный суд - Челябинская область,blocked,['chelyabinsk.studys-doc.com'],['http://chelyabinsk.studys-doc.com/diplom-o-vysshem-obrazovanii/diplom-bakalavra/2014-2019#price-f']
3444586,2а-1267/2021,2021-04-08,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['www.bestcasino.com'],['https://www.bestcasino.com/ru/azartnie-igri/']
3444794,2a-4778/2021,2021-06-08,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['b.sekasov.org'],[]
3444990,2a-230/2021,2021-06-29,2206,Кусинский районный суд - Челябинская область,blocked,['chelyabinsk.diplomvrukiz.com'],['https://chelyabinsk.diplomvrukiz.com/diplom-o-vysshem-obrazovanii.html']
3447776,11а-6026/2021,2021-06-08,2210,Челябинский областной суд - Челябинская область,blocked,['www.prostitutki--chelyabinsk.xyz'],[]
3447784,2a-2109/2021,2021-06-18,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['chel10.24h.sex'],[]
3455378,2a-2226/2021,2021-06-11,208,Копейский городской суд - Челябинская область,blocked,['kopeysk.diplomvrukiz.com'],[]
3456677,2а-1958/2021,2021-06-17,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.arena-diploman.com'],[]
3456735,б/н,2021-07-05,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['indi-kazani.com'],[]
3460309,2а-1069/2021,2021-04-14,210,Металлургический районный суд г. Челябинска - Челябинская область,blocked,['top.siblaguna.org'],[]
3460473,2a-1908/2021,2021-06-07,79,Златоустовский городской суд - Челябинская область,blocked,['zlatoust.diplomgosznaku.com'],[]
3460678,б/н,2021-06-29,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutki-novosibirska.stream'],[]
3460689,2a-1823/2021,2021-05-13,768,Ленинский районный суд г. Челябинска - Челябинская область,blocked,['pornomoll.red'],['https://pornomoll.red/latest-updates/']
3460725,2a-2912/2021,2021-06-29,836,Советский районный суд г. Челябинска - Челябинская область,blocked,['xxxpornclips.pro'],[]
3460799,б/н,2021-06-29,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkinovosibirskasex.info'],[]
3463699,2a-448/2021,2021-05-20,561,Агаповский районный суд - Челябинская область,blocked,['magnitogorsk.diplomevruki.com'],[]
3463798,2a-1852/2021,2021-04-29,768,Ленинский районный суд г. Челябинска - Челябинская область,blocked,['jet7.casino'],['https://jet7.casino/ru']
3466563,2a-1393/2021,2021-06-01,249,Миасский городской суд - Челябинская область,blocked,['diplomq-86.com'],[]
3470665,2a-5700/2021,2021-06-30,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkisitetop.info'],[]
3471058,2a-5702/2021,2021-06-30,103,Центральный районный суд г. Челябинска - Челябинская область,blocked,['prostitutkiizhevskabest.com'],[]
